PM10 Sensor Readings with AQI
Part 1 of 1

Smoothing Parameters
Kernel Radius : 6
Kernel Width : 13
Boundary Method : Adaptive
Polynomial Order : 5
Derivative Order : 0

Generated : 11/14/2025 10:06:33 PM

Initial Dataset,Rectangular Averaging,Binomial Averaging,Binomial Median Filtering,Gaussian Filtering,Savitzky–Golay Filtering
4,4.53846153846154,4.527099609375,5,4.50685655809055,4.60756890168655
5,4.46153846153846,4.612548828125,5,4.58830182995734,4.59399424105306
5,4.46153846153846,4.663330078125,5,4.64620181527218,4.72069107363225
4,4.46153846153846,4.6982421875,5,4.67732689123348,4.8041958041958
5,4.53846153846154,4.717529296875,5,4.67926107826066,4.8552036199095
5,4.53846153846154,4.685302734375,5,4.63767608741879,4.72562731386261
5,4.61538461538461,4.575439453125,5,4.55908657953319,4.58371040723982
4,4.69230769230769,4.430908203125,4,4.47464575161314,4.34389140271493
4,4.69230769230769,4.34716796875,4,4.43347587939302,4.20855614973262
4,4.69230769230769,4.392822265625,4,4.47516748861898,4.15384615384615
5,4.69230769230769,4.559326171875,4,4.59336470488656,4.41587823940765
4,4.61538461538461,4.77392578125,5,4.73957734744491,4.85438091320444
6,4.53846153846154,4.940185546875,5,4.85096847307172,5.2151378033731
5,4.46153846153846,4.980224609375,5,4.87371377543848,5.22459893048128
5,4.46153846153846,4.8701171875,5,4.7911343007297,5.03743315508021
5,4.46153846153846,4.650146484375,5,4.62549701402785,4.69477581242287
4,4.46153846153846,4.400390625,4,4.42841300446381,4.38667215137803
4,4.38461538461539,4.196533203125,4,4.25065986303357,3.98724804607158
4,4.38461538461539,4.0732421875,4,4.12521331645549,3.99876593994241
4,4.23076923076923,4.019287109375,4,4.05044716556748,3.90826820238585
4,4.15384615384615,4.003173828125,4,4.01686616557316,3.96380090497738
4,4.07692307692308,4.000244140625,4,4.00398996682318,4.04524886877828
4,4,4,4,4,4
4,4.07692307692308,4.000244140625,4,4.00398996682318,4.04524886877828
4,4.15384615384615,4.003173828125,4,4.01686616557316,3.96380090497738
4,4.15384615384615,4.01904296875,4,4.0464571987443,3.86301933360757
4,4.15384615384615,4.06982421875,4,4.10435718405914,3.98971616618675
4,4.15384615384615,4.174560546875,4,4.19132646553928,4.20567667626491
4,4.15384615384615,4.314208984375,4,4.28648485358717,4.40723981900452
5,4.15384615384615,4.4189453125,4,4.35051816567376,4.52529823118058
5,4.23076923076923,4.419189453125,4,4.35450813249694,4.57054709995886
4,4.23076923076923,4.317138671875,4,4.29936105233716,4.32579185520362
4,4.23076923076923,4.190673828125,4,4.2249074655336,4.15014397367338
4,4.30769230769231,4.123779296875,4,4.17912333494715,4.08021390374331
4,4.30769230769231,4.142822265625,4,4.17988367896874,3.9419991772933
4,4.30769230769231,4.212646484375,4,4.2163817376802,4.15508021390374
5,4.23076923076923,4.279541015625,4,4.25934974444905,4.36898395721925
4,4.15384615384615,4.314208984375,4,4.28648485358717,4.40723981900452
4,4.15384615384615,4.314208984375,4,4.28648485358717,4.40723981900452
5,4.15384615384615,4.279296875,4,4.25535977762587,4.32373508844097
4,4.07692307692308,4.209228515625,4,4.19552560528385,4.14603044014809
4,4.07692307692308,4.120849609375,4,4.12055028147445,4.16042780748663
4,4.07692307692308,4.037841796875,4,4.04118515089369,4.14603044014809
4,4,3.96240234375,4,3.96280481592949,3.89921842863019
4,4,3.882080078125,4,3.89232591727553,3.75812422871246
4,4,3.806884765625,4,3.83805539471046,3.79843685726039
3,3.92307692307692,3.7744140625,4,3.81541640643896,3.72151378033731
4,3.92307692307692,3.806640625,4,3.83406542788728,3.75318798848211
4,3.84615384615385,3.87890625,4,3.87545975170237,3.79432332373509
4,3.76923076923077,3.943115234375,4,3.91235765036201,3.99095022624434
4,3.76923076923077,3.96484375,4,3.91996180126138,4.19251336898396
4,3.84615384615385,3.927490234375,4,3.88675658401405,4.13698066639243
4,3.76923076923077,3.827880859375,4,3.81356979956435,3.62237762237762
4,3.76923076923077,3.69873046875,4,3.73022998083398,3.57342657342657
3,3.76923076923077,3.61572265625,4,3.67380081964676,3.65693130399013
3,3.76923076923077,3.632080078125,4,3.66567493174155,3.64541341011929
4,3.76923076923077,3.70458984375,4,3.68812325298627,3.63389551624846
5,3.76923076923077,3.73681640625,4,3.70677227443459,3.66556972439325
3,3.76923076923077,3.70458984375,4,3.71105922237981,3.73179761415056
3,3.69230769230769,3.6826171875,4,3.71958495023321,3.7268613739202
4,3.61538461538462,3.733154296875,4,3.75055899933132,3.710407239819
4,3.61538461538462,3.822021484375,4,3.78781740206438,3.78527354997943
4,3.61538461538462,3.860107421875,4,3.78729566505854,3.97531879884821
4,3.53846153846154,3.787353515625,4,3.71575913697212,4.06828465651995
4,3.38461538461538,3.609619140625,4,3.57542563120736,3.67544220485397
3,3.46153846153846,3.38720703125,3,3.40770820321948,3.36075689016866
3,3.53846153846154,3.197021484375,3,3.25863979667993,3.07774578362814
3,3.53846153846154,3.09228515625,3,3.17167051519979,2.86178527354998
3,3.53846153846154,3.09228515625,3,3.17167051519979,2.86178527354998
3,3.46153846153846,3.19677734375,3,3.25464982985675,3.03249691484986
3,3.38461538461538,3.38427734375,3,3.39483200446949,3.44220485396956
4,3.38461538461538,3.59375,4,3.54583459803622,3.77622377622378
4,3.46153846153846,3.736328125,4,3.6538691848341,3.89633895516248
4,3.53846153846154,3.75244140625,4,3.68745018482841,3.84080625257096
4,3.61538461538462,3.66650390625,4,3.66306798084535,3.68449197860963
3,3.69230769230769,3.577880859375,4,3.63261566875307,3.51090086384204
3,3.76923076923077,3.580810546875,4,3.64549186750306,3.42945290004114
4,3.76923076923077,3.685546875,4,3.70952517958965,3.54751131221719
4,3.76923076923077,3.822509765625,4,3.79579733571073,3.87577128753599
4,3.76923076923077,3.9140625,4,3.86206181594654,4.06581653640477
4,3.84615384615385,3.927490234375,4,3.88675658401405,4.13698066639243
4,3.84615384615385,3.87890625,4,3.87545975170237,3.79432332373509
4,3.92307692307692,3.822509765625,4,3.86365646105842,3.6524064171123
3,4,3.828125,4,3.88619259050378,3.76676264911559
4,4,3.927490234375,4,3.95461570936174,3.91361579596874
4,4,4.072509765625,4,4.04538429063826,4.08638420403126
5,4,4.171875,4,4.11380740949622,4.23323735088441
4,4.07692307692308,4.177490234375,4,4.13634353894158,4.3475935828877
4,4,4.12060546875,4,4.11656031465127,4.11517893870835
4,3.92307692307692,4.06640625,4,4.0835010516628,3.9806663924311
4,3.92307692307692,4.050537109375,4,4.05391001849166,4.0814479638009
4,3.92307692307692,4.051025390625,4,4.01619309741531,4.17071164129988
4,3.92307692307692,4.0029296875,4,3.9450170734023,4.14191690662279
5,3.76923076923077,3.857421875,4,3.82333258908587,3.7807486631016
3,3.76923076923077,3.650634765625,3,3.68198992621452,3.64253393665158
3,3.84615384615385,3.49267578125,3,3.57450651051684,3.48909913615796
3,3.92307692307692,3.46337890625,3,3.54579771842495,3.27807486631016
4,4,3.546630859375,4,3.60621684643535,3.23981900452489
4,4.07692307692308,3.69189453125,4,3.74325751073598,3.47511312217195
3,4.07692307692308,3.8955078125,4,3.93995665473659,3.92719045660222
4,4,4.17138671875,4,4.17446029996611,4.24187577128753
5,4.15384615384615,4.4697265625,5,4.4084181509886,4.65199506375977
5,4.30769230769231,4.682373046875,5,4.57910303394609,4.80584121760592
5,4.38461538461539,4.736083984375,5,4.64987921801092,4.8510900863842
5,4.38461538461539,4.660400390625,5,4.6333256165222,4.80213903743315
4,4.46153846153846,4.55859375,5,4.58216850318559,4.60263266145619
4,4.61538461538461,4.510986328125,5,4.54113468344392,4.43973673385438
5,4.61538461538461,4.510986328125,5,4.51819871405037,4.34183463595228
5,4.53846153846154,4.508056640625,5,4.50532251530038,4.42328259975319
4,4.46153846153846,4.491943359375,4,4.49467748469962,4.57671740024681
4,4.38461538461539,4.489013671875,4,4.48180128594963,4.65816536404772
5,4.30769230769231,4.48876953125,4,4.4548753497329,4.51501439736734
5,4.30769230769231,4.43798828125,4,4.39697536441806,4.38831756478815
4,4.30769230769231,4.3173828125,4,4.30335101916034,4.3710407239819
4,4.30769230769231,4.175048828125,4,4.19930639918564,4.29617441382147
4,4.23076923076923,4.07275390625,4,4.11723338280913,3.90826820238585
4,4.23076923076923,4.03515625,4,4.08003819873862,3.80748663101604
4,4.30769230769231,4.05712890625,4,4.09163231646117,4.05429864253394
4,4.23076923076923,4.1240234375,4,4.13741644704762,4.12422871246401
4,4.15384615384615,4.20947265625,4,4.19951557210703,4.19127930892637
5,4.15384615384615,4.279296875,4,4.25535977762587,4.32373508844097
4,4.15384615384615,4.314208984375,4,4.28648485358717,4.40723981900452
4,4.23076923076923,4.314453125,4,4.29047482041035,4.4524886877828
5,4.23076923076923,4.2822265625,4,4.26823597637586,4.24228712464006
4,4.23076923076923,4.2255859375,4,4.23309657210135,4.13574660633484
4,4.30769230769231,4.177734375,4,4.20819263111245,4.16947758124229
4,4.38461538461539,4.177978515625,4,4.21218259793562,4.21472645002057
4,4.38461538461539,4.228759765625,4,4.24996273767451,4.09954751131222
5,4.46153846153846,4.301513671875,4,4.31868314194334,4.15055532702591
4,4.46153846153846,4.38720703125,4,4.40770820321948,4.36075689016865
4,4.46153846153846,4.505126953125,5,4.51538228594395,4.60263266145619
5,4.53846153846154,4.650390625,5,4.62948698085103,4.74002468120115
5,4.53846153846154,4.768310546875,5,4.71704121799955,4.74002468120115
5,4.53846153846154,4.805908203125,5,4.75423640207006,4.84080625257096
5,4.53846153846154,4.768310546875,5,4.7371610635755,4.98190045248869
4,4.53846153846154,4.698486328125,5,4.68131685805666,4.84944467297408
5,4.53846153846154,4.615478515625,5,4.60117802870733,4.51254627725216
5,4.53846153846154,4.508056640625,5,4.50532251530038,4.42328259975319
4,4.46153846153846,4.38720703125,4,4.40770820321948,4.36075689016865
4,4.38461538461539,4.298583984375,4,4.3287429125869,4.32990538872892
4,4.38461538461539,4.263671875,4,4.27827168981822,4.32702591526121
5,4.30769230769231,4.24755859375,4,4.24391699105533,4.06005758946935
4,4.38461538461539,4.212890625,4,4.22037170450338,4.20032908268202
4,4.38461538461539,4.177978515625,4,4.21218259793562,4.21472645002057
4,4.38461538461539,4.19384765625,4,4.24177363110676,4.11394487865076
4,4.53846153846154,4.28271484375,4,4.32472888856252,4.19004524886878
5,4.69230769230769,4.425537109375,4,4.45609958899096,4.27478403948992
4,4.84615384615385,4.60009765625,5,4.62807990772285,4.56108597285068
5,4.84615384615385,4.806396484375,5,4.8300754610641,4.70793911970383
5,4.92307692307692,5.050537109375,5,5.05391001849166,5.0814479638009
5,5,5.31103515625,5,5.26961868801401,5.44343891402715
6,5.07692307692308,5.5234375,6,5.43349748033072,5.69600987248046
6,5.15384615384615,5.609375,6,5.50357653903649,5.85355820649938
6,5.23076923076923,5.539794921875,6,5.47106844714822,5.68572603866721
5,5.38461538461539,5.37109375,5,5.37412720322516,5.41628959276018
5,5.46153846153846,5.2099609375,5,5.27535463110108,5.05841217605924
5,5.53846153846154,5.145751953125,5,5.23845673244143,4.86178527354998
5,5.61538461538461,5.213134765625,5,5.29222079667424,5.02221308103661
5,5.61538461538461,5.390380859375,5,5.42457436879264,5.32455779514603
6,5.69230769230769,5.61328125,6,5.60027173042688,5.72974084738791
6,5.69230769230769,5.80908203125,6,5.77110256764322,5.80460715754833
6,5.84615384615385,5.943359375,6,5.91634761718519,6.03619909502262
6,5.92307692307692,6.037353515625,6,6.03320521724733,6.05553270259153
6,6,6.1337890625,6,6.1372651158956,6.14109419991773
6,6.07692307692308,6.246826171875,6,6.23272078935436,6.24681201151789
7,6.07692307692308,6.34619140625,6,6.30114390821232,6.39366515837104
6,6.07692307692308,6.3837890625,6,6.31899294547545,6.57507198683669
7,6.07692307692308,6.330322265625,6,6.27155287504118,6.49444672974085
6,6.15384615384615,6.193603515625,6,6.1699245389359,6.29206088029617
6,6.15384615384615,6.01904296875,6,6.0464571987443,5.86301933360757
6,6.23076923076923,5.879638671875,6,5.95528877751959,5.70670505964624
5,6.30769230769231,5.84765625,6,5.94062972289444,5.72027972027972
6,6.23076923076923,5.949462890625,6,6.01394910685602,5.6951871657754
6,6.23076923076923,6.142578125,6,6.15373144152058,6.1213492389963
7,6.15384615384615,6.346435546875,6,6.3051338750355,6.43891402714932
6,6.15384615384615,6.491455078125,7,6.41883842570557,6.70958453311394
7,6.15384615384615,6.536865234375,7,6.45819224839823,6.76717400246812
7,6.15384615384615,6.472412109375,6,6.41730438291541,6.52529823118058
6,6.38461538461539,6.330810546875,6,6.32804578722784,6.44220485396956
6,6.30769230769231,6.18310546875,6,6.22596509496606,5.91608391608392
6,6.38461538461539,6.099609375,6,6.16662291894415,6.05059646236117
6,6.30769230769231,6.11328125,6,6.16730476562962,5.92760180995475
6,6.38461538461539,6.20751953125,6,6.22476151127474,6.22912381735911
6,6.30769230769231,6.32275390625,6,6.29896121238897,6.34224598930481
8,6.23076923076923,6.394775390625,6,6.35736389647814,6.41505553270259
5,6.23076923076923,6.408203125,6,6.38399630684193,6.50719868366927
7,6.23076923076923,6.394775390625,6,6.38029986587169,6.51295763060469
6,6.23076923076923,6.373291015625,6,6.35287123088063,6.42369395310572
7,6.23076923076923,6.324951171875,6,6.3015196909593,6.28259975318799
6,6.30769230769231,6.237060546875,6,6.23287212050638,6.22994652406417
6,6.38461538461539,6.1376953125,6,6.16610118193831,6.24064171122995
6,6.23076923076923,6.075439453125,6,6.12611961473593,5.78157136980666
6,6.30769230769231,6.086181640625,6,6.14192815087664,5.97943233237351
6,6.23076923076923,6.177490234375,6,6.20420266428926,6.12422871246401
6,6.23076923076923,6.314453125,6,6.29047482041035,6.45248868778281
7,6.15384615384615,6.4189453125,6,6.35051816567376,6.52529823118058
7,6.15384615384615,6.4189453125,6,6.35051816567376,6.52529823118058
6,6.15384615384615,6.314208984375,6,6.28648485358717,6.40723981900452
6,6.23076923076923,6.1748046875,6,6.19531643236246,6.25092554504319
6,6.23076923076923,6.07275390625,6,6.11723338280913,5.90826820238585
6,6.15384615384615,6.034912109375,6,6.07604823191544,5.76223776223776
6,6.07692307692308,6.0537109375,6,6.07077618406483,6.04524886877828
6,6,6.10205078125,6,6.07808304955333,6.34265734265734
6,6,6.123779296875,6,6.06556735487675,6.30234471410942
7,6,6.053955078125,6,6.00613332677175,5.99136157959687
6,5.92307692307692,5.89501953125,6,5.90904075169668,5.73879062114356
5,5.84615384615385,5.75244140625,6,5.82394213429235,5.71657754010695
5,5.84615384615385,5.736572265625,6,5.79435110112122,5.81735911147676
6,5.84615384615385,5.825439453125,6,5.80867353446072,5.79432332373509
7,5.84615384615385,5.87939453125,6,5.81480686123247,5.78568490333196
6,5.84615384615385,5.8095703125,6,5.77908250128958,5.89510489510489
5,5.76923076923077,5.682861328125,6,5.72357491705639,5.77211024269848
5,5.69230769230769,5.63134765625,6,5.69940188599472,5.51090086384204
6,5.69230769230769,5.698486328125,6,5.7262400140108,5.52817770464829
6,5.76923076923077,5.809326171875,6,5.77509253446641,5.84985602632661
6,5.69230769230769,5.8603515625,6,5.79128563188172,6.02056766762649
6,5.61538461538461,5.803466796875,6,5.74934013696643,6.01275195392842
6,5.61538461538461,5.66650390625,6,5.66306798084535,5.68449197860962
5,5.69230769230769,5.527099609375,6,5.57471568343823,5.38420403126285
5,5.69230769230769,5.4599609375,5,5.5249415860286,5.2690250925545
6,5.69230769230769,5.489501953125,5,5.53470437555013,5.42739613327849
5,5.69230769230769,5.583740234375,6,5.59050894090536,5.57136980666392
6,5.69230769230769,5.68310546875,6,5.65893205976332,5.71822295351707
6,5.61538461538461,5.739013671875,6,5.70845227148361,5.77087618264089
6,5.61538461538461,5.746826171875,6,5.73354687949931,5.82558617852735
5,5.76923076923077,5.7421875,6,5.74825440645032,5.83257918552036
6,5.84615384615385,5.7529296875,6,5.76328924382246,5.70793911970383
6,5.84615384615385,5.774169921875,6,5.78849047022223,5.57836281365693
6,5.92307692307692,5.806640625,6,5.83406542788728,5.75318798848211
5,6,5.87939453125,6,5.90637565474227,5.98272315919375
6,6.07692307692308,6.000244140625,6,6.00398996682318,6.04524886877828
7,6.15384615384615,6.123779296875,6,6.11049051083089,5.98107774578363
6,6.23076923076923,6.21240234375,6,6.21239177085702,6.10983134512546
6,6.15384615384615,6.295166015625,6,6.30788678019055,6.32085561497326
6,6.15384615384615,6.415771484375,6,6.40228482421685,6.6606334841629
7,6.15384615384615,6.53955078125,7,6.46707848032503,6.64047716988893
7,6.23076923076923,6.5615234375,7,6.45855275247164,6.64541341011929
7,6.23076923076923,6.419189453125,7,6.35450813249694,6.57054709995886
6,6.15384615384615,6.174560546875,6,6.19132646553928,6.20567667626491
5,6.07692307692308,5.96484375,6,6.03633390514937,5.82640888523242
6,6.07692307692308,5.87646484375,6,5.93842261194643,5.74290415466886
6,6.07692307692308,5.88232421875,6,5.89631588409871,5.80337309749074
6,5.92307692307692,5.8955078125,6,5.87132383062033,5.82805429864253
6,5.76923076923077,5.860107421875,6,5.83299251978124,5.9765528589058
6,5.61538461538461,5.784423828125,6,5.77074206356982,5.92636774989716
5,5.53846153846154,5.701171875,6,5.69020308998347,5.7227478403949
6,5.61538461538461,5.613037109375,6,5.5962817636037,5.68449197860962
6,5.53846153846154,5.494873046875,5,5.48461771405605,5.39736733854381
5,5.53846153846154,5.349853515625,5,5.37450298597215,5.30522418757713
5,5.53846153846154,5.234619140625,5,5.29583498075044,5.17852735499794
5,5.84615384615385,5.211181640625,5,5.29530446521697,5.28465651995064
5,5.84615384615385,5.297119140625,5,5.38511991548927,4.73755656108598
6,5.84615384615385,5.48681640625,5,5.57355742339505,5.08885232414644
5,5.84615384615385,5.792724609375,6,5.84786127966469,5.91526120937886
6,5.84615384615385,6.200927734375,6,6.16146220415848,6.49691484985603
6,5.84615384615385,6.579345703125,6,6.41797469052093,6.82805429864253
10,5.84615384615385,6.721435546875,6,6.51327557755857,6.9806663924311
6,5.84615384615385,6.54443359375,6,6.40978558395317,6.84245166598108
5,5.84615384615385,6.181884765625,6,6.16351798395448,6.49115590292061
6,5.84615384615385,5.82763671875,6,5.87539653303983,5.82023858494447
6,5.92307692307692,5.5595703125,5,5.6229316808565,5.22048539695599
5,5.84615384615385,5.3642578125,5,5.4348940128989,4.85273549979432
5,5.76923076923077,5.24853515625,5,5.3285096824643,5.34018922254216
5,5.38461538461539,5.24462890625,5,5.2996736164216,5.24064171122995
5,5.38461538461539,5.33349609375,5,5.33693201915465,5.31550802139037
6,5.38461538461539,5.425048828125,5,5.38026052999691,5.40765117235705
6,5.38461538461539,5.435546875,5,5.39207909931444,5.56026326614562
5,5.38461538461539,5.37109375,5,5.37412720322516,5.41628959276018
5,5.53846153846154,5.31494140625,5,5.36631387940439,5.31962155491567
5,5.69230769230769,5.33935546875,5,5.40838127137733,5.15384615384616
6,5.84615384615385,5.457763671875,5,5.52326158897959,5.16371863430687
5,5.92307692307692,5.656494140625,6,5.70774232371449,5.47963800904977
6,6,5.9248046875,6,5.94572947743493,6.04031262854792
6,6,6.230712890625,6,6.19913978936005,6.30234471410942
7,6.15384615384615,6.499267578125,7,6.42099706432772,6.66639243109831
7,6.30769230769231,6.65283203125,7,6.56652412060697,6.79144385026738
7,6.46153846153846,6.677001953125,7,6.62918969544016,6.8358700123406
6,6.61538461538461,6.63427734375,7,6.64441895939702,6.65281777046483
7,6.76923076923077,6.613037109375,7,6.66414088895139,6.46112710818593
6,6.92307692307692,6.669677734375,7,6.72844712495882,6.50555327025915
7,6.92307692307692,6.809326171875,7,6.84295165981409,6.62649115590292
7,6.84615384615385,6.996826171875,7,6.98313383442683,7.03619909502262
7,6.84615384615385,7.17138671875,7,7.10660117461843,7.46524064171123
8,6.84615384615385,7.26025390625,7,7.16320572415886,7.45948169477581
7,6.92307692307692,7.209228515625,7,7.12766647993617,7.36939531057178
8,6.92307692307692,7.031982421875,7,7.01465905462515,6.98642533936652
6,7.07692307692308,6.828369140625,7,6.89018255732696,6.81201151789387
6,7.07692307692308,6.720947265625,7,6.81648931454499,6.49814890991362
7,7.07692307692308,6.758544921875,7,6.83074852922195,6.50102838338133
7,7.07692307692308,6.8955078125,7,6.91702068534304,6.82928835870012
7,7,7.053955078125,7,7.0290692961653,7.08926367749897
7,6.92307692307692,7.17431640625,7,7.11947737336841,7.38379267791032
8,6.84615384615385,7.219482421875,7,7.15484122923789,7.39613327848622
7,6.84615384615385,7.1767578125,7,7.12437363847204,7.21184697655286
7,6.84615384615385,7.06396484375,7,7.03290793183646,7.15137803373097
7,6.76923076923077,6.91357421875,7,6.89977873702289,6.9765528589058
7,6.69230769230769,6.749755859375,7,6.74642307824929,6.74413821472645
6,6.61538461538461,6.58349609375,7,6.58651897408218,6.52612093788564
7,6.61538461538461,6.419921875,6,6.43433715831416,6.48292883587001
6,6.53846153846154,6.26953125,6,6.30402408731819,6.1641299876594
6,6.46153846153846,6.1591796875,6,6.21745464578624,5.93171534348005
6,6.38461538461539,6.126708984375,6,6.19199953369713,5.99876593994241
6,6.30769230769231,6.19091796875,6,6.22889743235677,6.19539284245167
6,6.30769230769231,6.3173828125,6,6.30335101916033,6.3710407239819
