Pixel,mm,Value (Cnt)
1216,-18.988,2707.000
1217,-18.978,2677.000
1218,-18.967,2797.000
1219,-18.957,2705.000
1220,-18.947,2785.000
1221,-18.937,2764.000
1222,-18.927,2728.000
1223,-18.917,2787.000
1224,-18.907,2799.000
1225,-18.897,2742.000
1226,-18.887,2733.000
1227,-18.877,2642.000
1228,-18.867,2789.000
1229,-18.856,2761.000
1230,-18.846,2815.000
1231,-18.836,2776.000
1232,-18.826,2749.000
1233,-18.816,2703.000
1234,-18.807,2687.000
1235,-18.797,2628.000
1236,-18.787,2659.000
1237,-18.777,2605.000
1238,-18.767,2792.000
1239,-18.756,2705.000
1240,-18.746,2666.000
1241,-18.736,2720.000
1242,-18.726,2838.000
1243,-18.716,2657.000
1244,-18.706,2628.000
1245,-18.696,2755.000
1246,-18.686,2784.000
1247,-18.676,2796.000
1248,-18.666,2790.000
1249,-18.656,2615.000
1250,-18.645,2726.000
1251,-18.635,2678.000
1252,-18.625,2868.000
1253,-18.616,2735.000
1254,-18.606,2754.000
1255,-18.596,2825.000
1256,-18.586,2718.000
1257,-18.576,2646.000
1258,-18.566,2779.000
1259,-18.556,2716.000
1260,-18.546,2701.000
1261,-18.535,2701.000
1262,-18.525,2732.000
1263,-18.515,2651.000
1264,-18.505,2773.000
1265,-18.495,2649.000
1266,-18.485,2725.000
1267,-18.475,2737.000
1268,-18.465,2824.000
1269,-18.455,2712.000
1270,-18.444,2829.000
1271,-18.434,2748.000
1272,-18.424,2715.000
1273,-18.415,2744.000
1274,-18.405,2799.000
1275,-18.395,2809.000
1276,-18.385,2862.000
1277,-18.375,2682.000
1278,-18.365,2729.000
1279,-18.355,2760.000
1280,-18.345,2773.000
1281,-18.334,2793.000
1282,-18.324,2761.000
1283,-18.314,2693.000
1284,-18.304,2738.000
1285,-18.294,2835.000
1286,-18.284,2686.000
1287,-18.274,2662.000
1288,-18.264,2666.000
1289,-18.254,2637.000
1290,-18.244,2693.000
1291,-18.233,2692.000
1292,-18.223,2779.000
1293,-18.214,2759.000
1294,-18.204,2734.000
1295,-18.194,2629.000
1296,-18.184,2705.000
1297,-18.174,2630.000
1298,-18.164,2724.000
1299,-18.154,2635.000
1300,-18.144,2750.000
1301,-18.134,2719.000
1302,-18.123,2725.000
1303,-18.113,2669.000
1304,-18.103,2729.000
1305,-18.093,2721.000
1306,-18.083,2613.000
1307,-18.073,2701.000
1308,-18.063,2728.000
1309,-18.053,2691.000
1310,-18.043,2622.000
1311,-18.033,2710.000
1312,-18.023,2795.000
1313,-18.013,2713.000
1314,-18.003,2696.000
1315,-17.993,2683.000
1316,-17.983,2785.000
1317,-17.973,2723.000
1318,-17.963,2709.000
1319,-17.953,2657.000
1320,-17.943,2695.000
1321,-17.933,2802.000
1322,-17.923,2815.000
1323,-17.912,2712.000
1324,-17.902,2702.000
1325,-17.892,2655.000
1326,-17.882,2712.000
1327,-17.872,2687.000
1328,-17.862,2757.000
1329,-17.852,2702.000
1330,-17.842,2757.000
1331,-17.832,2783.000
1332,-17.822,2863.000
1333,-17.812,2768.000
1334,-17.802,2725.000
1335,-17.792,2681.000
1336,-17.782,2711.000
1337,-17.772,2696.000
1338,-17.762,2797.000
1339,-17.752,2769.000
1340,-17.742,2794.000
1341,-17.732,2768.000
1342,-17.722,2732.000
1343,-17.712,2652.000
1344,-17.702,2694.000
1345,-17.691,2817.000
1346,-17.681,2651.000
1347,-17.671,2677.000
1348,-17.661,2721.000
1349,-17.651,2713.000
1350,-17.641,2757.000
1351,-17.631,2697.000
1352,-17.621,2721.000
1353,-17.611,2819.000
1354,-17.602,2765.000
1355,-17.591,2750.000
1356,-17.581,2772.000
1357,-17.571,2788.000
1358,-17.561,2852.000
1359,-17.551,2734.000
1360,-17.541,2717.000
1361,-17.531,2685.000
1362,-17.521,2725.000
1363,-17.511,2738.000
1364,-17.501,2779.000
1365,-17.491,2697.000
1366,-17.480,2811.000
1367,-17.470,2662.000
1368,-17.460,2774.000
1369,-17.450,2773.000
1370,-17.440,2674.000
1371,-17.430,2692.000
1372,-17.420,2763.000
1373,-17.410,2745.000
1374,-17.401,2768.000
1375,-17.391,2793.000
1376,-17.380,2740.000
1377,-17.370,2750.000
1378,-17.360,2798.000
1379,-17.350,2755.000
1380,-17.340,2801.000
1381,-17.330,2619.000
1382,-17.320,2756.000
1383,-17.310,2739.000
1384,-17.300,2652.000
1385,-17.290,2726.000
1386,-17.280,2746.000
1387,-17.269,2733.000
1388,-17.259,2769.000
1389,-17.249,2765.000
1390,-17.239,2718.000
1391,-17.229,2725.000
1392,-17.219,2774.000
1393,-17.209,2699.000
1394,-17.200,2816.000
1395,-17.190,2746.000
1396,-17.180,2864.000
1397,-17.170,2811.000
1398,-17.159,2767.000
1399,-17.149,2702.000
1400,-17.139,2795.000
1401,-17.129,2811.000
1402,-17.119,2721.000
1403,-17.109,2749.000
1404,-17.099,2774.000
1405,-17.089,2613.000
1406,-17.079,2714.000
1407,-17.069,2963.000
1408,-17.058,2794.000
1409,-17.048,2748.000
1410,-17.038,2737.000
1411,-17.028,2771.000
1412,-17.018,2719.000
1413,-17.008,2800.000
1414,-16.999,2799.000
1415,-16.989,2741.000
1416,-16.979,2838.000
1417,-16.969,2805.000
1418,-16.959,2779.000
1419,-16.948,2797.000
1420,-16.938,2783.000
1421,-16.928,2734.000
1422,-16.918,2819.000
1423,-16.908,2809.000
1424,-16.898,2824.000
1425,-16.888,2691.000
1426,-16.878,2873.000
1427,-16.868,2832.000
1428,-16.858,2750.000
1429,-16.847,2736.000
1430,-16.837,2771.000
1431,-16.827,2845.000
1432,-16.817,2707.000
1433,-16.807,2772.000
1434,-16.798,2838.000
1435,-16.788,2676.000
1436,-16.778,2692.000
1437,-16.768,2615.000
1438,-16.758,2750.000
1439,-16.748,2703.000
1440,-16.737,2743.000
1441,-16.727,2677.000
1442,-16.717,2738.000
1443,-16.707,2728.000
1444,-16.697,2691.000
1445,-16.687,2731.000
1446,-16.677,2641.000
1447,-16.667,2688.000
1448,-16.657,2767.000
1449,-16.647,2702.000
1450,-16.637,2656.000
1451,-16.626,2799.000
1452,-16.616,2735.000
1453,-16.606,2641.000
1454,-16.597,2765.000
1455,-16.587,2702.000
1456,-16.577,2816.000
1457,-16.567,2712.000
1458,-16.557,2743.000
1459,-16.547,2724.000
1460,-16.537,2707.000
1461,-16.526,2718.000
1462,-16.516,2705.000
1463,-16.506,2666.000
1464,-16.496,2729.000
1465,-16.486,2693.000
1466,-16.476,2751.000
1467,-16.466,2831.000
1468,-16.456,2833.000
1469,-16.446,2671.000
1470,-16.436,2773.000
1471,-16.426,2781.000
1472,-16.415,2754.000
1473,-16.406,2719.000
1474,-16.396,2730.000
1475,-16.386,2694.000
1476,-16.376,2687.000
1477,-16.366,2712.000
1478,-16.356,2731.000
1479,-16.346,2709.000
1480,-16.336,2718.000
1481,-16.326,2548.000
1482,-16.315,2797.000
1483,-16.305,2734.000
1484,-16.295,2720.000
1485,-16.285,2676.000
1486,-16.275,2671.000
1487,-16.265,2777.000
1488,-16.255,2824.000
1489,-16.245,2728.000
1490,-16.235,2828.000
1491,-16.225,2765.000
1492,-16.214,2868.000
1493,-16.205,2712.000
1494,-16.195,2693.000
1495,-16.185,2701.000
1496,-16.175,2717.000
1497,-16.165,2681.000
1498,-16.155,2656.000
1499,-16.145,2831.000
1500,-16.135,2767.000
1501,-16.125,2658.000
1502,-16.115,2708.000
1503,-16.104,2618.000
1504,-16.094,2804.000
1505,-16.084,2778.000
1506,-16.074,2734.000
1507,-16.064,2781.000
1508,-16.054,2821.000
1509,-16.044,2677.000
1510,-16.034,2800.000
1511,-16.024,2656.000
1512,-16.014,2734.000
1513,-16.004,2752.000
1514,-15.994,2744.000
1515,-15.984,2652.000
1516,-15.974,2808.000
1517,-15.964,2657.000
1518,-15.954,2660.000
1519,-15.944,2729.000
1520,-15.934,2738.000
1521,-15.924,2597.000
1522,-15.914,2726.000
1523,-15.904,2681.000
1524,-15.893,2802.000
1525,-15.883,2756.000
1526,-15.873,2708.000
1527,-15.863,2719.000
1528,-15.853,2774.000
1529,-15.843,2686.000
1530,-15.833,2790.000
1531,-15.823,2716.000
1532,-15.813,2765.000
1533,-15.803,2779.000
1534,-15.794,2733.000
1535,-15.783,2734.000
1536,-15.773,2834.000
1537,-15.763,2665.000
1538,-15.753,2695.000
1539,-15.743,2756.000
1540,-15.733,2752.000
1541,-15.723,2713.000
1542,-15.713,2681.000
1543,-15.703,2782.000
1544,-15.693,2802.000
1545,-15.682,2676.000
1546,-15.672,2674.000
1547,-15.662,2711.000
1548,-15.652,2795.000
1549,-15.642,2825.000
1550,-15.632,2804.000
1551,-15.622,2675.000
1552,-15.612,2767.000
1553,-15.602,2701.000
1554,-15.593,2763.000
1555,-15.583,2621.000
1556,-15.572,2638.000
1557,-15.562,2680.000
1558,-15.552,2779.000
1559,-15.542,2714.000
1560,-15.532,2783.000
1561,-15.522,2750.000
1562,-15.512,2733.000
1563,-15.502,2692.000
1564,-15.492,2804.000
1565,-15.482,2681.000
1566,-15.471,2794.000
1567,-15.461,2786.000
1568,-15.451,2858.000
1569,-15.441,2773.000
1570,-15.431,2825.000
1571,-15.421,2771.000
1572,-15.411,2799.000
1573,-15.401,2695.000
1574,-15.392,2670.000
1575,-15.382,2646.000
1576,-15.372,2700.000
1577,-15.361,2700.000
1578,-15.351,2722.000
1579,-15.341,2677.000
1580,-15.331,2606.000
1581,-15.321,2684.000
1582,-15.311,2869.000
1583,-15.301,2699.000
1584,-15.291,2806.000
1585,-15.281,2678.000
1586,-15.271,2687.000
1587,-15.261,2689.000
1588,-15.250,2869.000
1589,-15.240,2706.000
1590,-15.230,2738.000
1591,-15.220,2683.000
1592,-15.210,2726.000
1593,-15.200,2675.000
1594,-15.191,2789.000
1595,-15.181,2706.000
1596,-15.171,2853.000
1597,-15.161,2792.000
1598,-15.150,2858.000
1599,-15.140,2779.000
1600,-15.130,2768.000
1601,-15.120,2762.000
1602,-15.110,2884.000
1603,-15.100,2701.000
1604,-15.090,2736.000
1605,-15.080,2901.000
1606,-15.070,2846.000
1607,-15.060,2840.000
1608,-15.050,2702.000
1609,-15.039,2844.000
1610,-15.029,2896.000
1611,-15.019,2736.000
1612,-15.009,2675.000
1613,-14.999,2779.000
1614,-14.990,2704.000
1615,-14.980,2692.000
1616,-14.970,2784.000
1617,-14.960,2692.000
1618,-14.950,2757.000
1619,-14.939,2688.000
1620,-14.929,2758.000
1621,-14.919,2662.000
1622,-14.909,2723.000
1623,-14.899,2741.000
1624,-14.889,2786.000
1625,-14.879,2772.000
1626,-14.869,2868.000
1627,-14.859,2764.000
1628,-14.849,2700.000
1629,-14.839,2760.000
1630,-14.828,2731.000
1631,-14.818,2866.000
1632,-14.808,2760.000
1633,-14.798,2676.000
1634,-14.789,2828.000
1635,-14.779,2713.000
1636,-14.769,2701.000
1637,-14.759,2640.000
1638,-14.749,2712.000
1639,-14.739,2794.000
1640,-14.729,2854.000
1641,-14.718,2693.000
1642,-14.708,2800.000
1643,-14.698,2763.000
1644,-14.688,2758.000
1645,-14.678,2634.000
1646,-14.668,2703.000
1647,-14.658,2804.000
1648,-14.648,2811.000
1649,-14.638,2740.000
1650,-14.628,2799.000
1651,-14.617,2642.000
1652,-14.607,2745.000
1653,-14.597,2706.000
1654,-14.588,2731.000
1655,-14.578,2701.000
1656,-14.568,2670.000
1657,-14.558,2547.000
1658,-14.548,2651.000
1659,-14.538,2679.000
1660,-14.528,2773.000
1661,-14.518,2698.000
1662,-14.507,2767.000
1663,-14.497,2777.000
1664,-14.487,2752.000
1665,-14.477,2741.000
1666,-14.467,2783.000
1667,-14.457,2725.000
1668,-14.447,2763.000
1669,-14.437,2757.000
1670,-14.427,2796.000
1671,-14.417,2746.000
1672,-14.406,2791.000
1673,-14.396,2716.000
1674,-14.387,2806.000
1675,-14.377,2809.000
1676,-14.367,2767.000
1677,-14.357,2694.000
1678,-14.347,2811.000
1679,-14.337,2740.000
1680,-14.327,2735.000
1681,-14.317,2722.000
1682,-14.307,2688.000
1683,-14.296,2697.000
1684,-14.286,2638.000
1685,-14.276,2714.000
1686,-14.266,2826.000
1687,-14.256,2760.000
1688,-14.246,2822.000
1689,-14.236,2763.000
1690,-14.226,2759.000
1691,-14.216,2702.000
1692,-14.206,2800.000
1693,-14.196,2733.000
1694,-14.186,2695.000
1695,-14.176,2645.000
1696,-14.166,2659.000
1697,-14.156,2627.000
1698,-14.146,2755.000
1699,-14.136,2632.000
1700,-14.126,2808.000
1701,-14.116,2824.000
1702,-14.106,2886.000
1703,-14.096,2742.000
1704,-14.085,2702.000
1705,-14.075,2718.000
1706,-14.065,2669.000
1707,-14.055,2733.000
1708,-14.045,2742.000
1709,-14.035,2706.000
1710,-14.025,2742.000
1711,-14.015,2739.000
1712,-14.005,2760.000
1713,-13.995,2672.000
1714,-13.985,2708.000
1715,-13.985,2807.000
1716,-13.975,2761.000
1717,-13.965,2810.000
1718,-13.955,2756.000
1719,-13.945,2778.000
1720,-13.935,2778.000
1721,-13.925,2742.000
1722,-13.915,2735.000
1723,-13.905,2763.000
1724,-13.895,2695.000
1725,-13.885,2791.000
1726,-13.874,2764.000
1727,-13.864,2772.000
1728,-13.854,2722.000
1729,-13.844,2715.000
1730,-13.834,2684.000
1731,-13.824,2746.000
1732,-13.814,2722.000
1733,-13.804,2686.000
1734,-13.794,2755.000
1735,-13.785,2701.000
1736,-13.774,2697.000
1737,-13.764,2726.000
1738,-13.754,2655.000
1739,-13.744,2696.000
1740,-13.734,2808.000
1741,-13.724,2832.000
1742,-13.714,2748.000
1743,-13.704,2696.000
1744,-13.694,2760.000
1745,-13.684,2737.000
1746,-13.674,2582.000
1747,-13.663,2792.000
1748,-13.653,2761.000
1749,-13.643,2721.000
1750,-13.633,2675.000
1751,-13.623,2766.000
1752,-13.613,2704.000
1753,-13.603,2705.000
1754,-13.593,2684.000
1755,-13.584,2785.000
1756,-13.574,2766.000
1757,-13.563,2825.000
1758,-13.553,2745.000
1759,-13.543,2841.000
1760,-13.533,2770.000
1761,-13.523,2806.000
1762,-13.513,2731.000
1763,-13.503,2806.000
1764,-13.493,2723.000
1765,-13.483,2806.000
1766,-13.473,2781.000
1767,-13.463,2754.000
1768,-13.452,2735.000
1769,-13.442,2715.000
1770,-13.432,2739.000
1771,-13.422,2679.000
1772,-13.412,2742.000
1773,-13.402,2832.000
1774,-13.392,2762.000
1775,-13.383,2669.000
1776,-13.373,2670.000
1777,-13.363,2759.000
1778,-13.353,2670.000
1779,-13.342,2788.000
1780,-13.332,2619.000
1781,-13.322,2796.000
1782,-13.312,2844.000
1783,-13.302,2834.000
1784,-13.292,2663.000
1785,-13.282,2797.000
1786,-13.272,2747.000
1787,-13.262,2804.000
1788,-13.252,2788.000
1789,-13.241,2813.000
1790,-13.231,2727.000
1791,-13.221,2687.000
1792,-13.211,2671.000
1793,-13.201,2826.000
1794,-13.191,2764.000
1795,-13.182,2854.000
1796,-13.172,2812.000
1797,-13.162,2873.000
1798,-13.152,2755.000
1799,-13.142,2863.000
1800,-13.131,2744.000
1801,-13.121,2831.000
1802,-13.111,2836.000
1803,-13.101,2807.000
1804,-13.091,2767.000
1805,-13.081,2747.000
1806,-13.071,2645.000
1807,-13.061,2784.000
1808,-13.051,2788.000
1809,-13.041,2925.000
1810,-13.030,2696.000
1811,-13.020,2730.000
1812,-13.010,2751.000
1813,-13.000,2829.000
1814,-12.990,2823.000
1815,-12.981,2880.000
1816,-12.971,2773.000
1817,-12.961,2734.000
1818,-12.951,2726.000
1819,-12.941,2809.000
1820,-12.931,2845.000
1821,-12.920,2711.000
1822,-12.910,2738.000
1823,-12.900,2777.000
1824,-12.890,2631.000
1825,-12.880,2720.000
1826,-12.870,2815.000
1827,-12.860,2811.000
1828,-12.850,2685.000
1829,-12.840,2632.000
1830,-12.830,2707.000
1831,-12.820,2811.000
1832,-12.809,2759.000
1833,-12.799,2706.000
1834,-12.789,2730.000
1835,-12.780,2798.000
1836,-12.770,2723.000
1837,-12.760,2762.000
1838,-12.750,2674.000
1839,-12.740,2681.000
1840,-12.730,2697.000
1841,-12.720,2817.000
1842,-12.709,2777.000
1843,-12.699,2702.000
1844,-12.689,2779.000
1845,-12.679,2822.000
1846,-12.669,2640.000
1847,-12.659,2726.000
1848,-12.649,2852.000
1849,-12.639,2810.000
1850,-12.629,2797.000
1851,-12.619,2712.000
1852,-12.609,2758.000
1853,-12.598,2755.000
1854,-12.588,2686.000
1855,-12.579,2730.000
1856,-12.569,2753.000
1857,-12.559,2673.000
1858,-12.549,2656.000
1859,-12.539,2704.000
1860,-12.529,2717.000
1861,-12.519,2767.000
1862,-12.509,2747.000
1863,-12.498,2813.000
1864,-12.488,2785.000
1865,-12.478,2787.000
1866,-12.468,2777.000
1867,-12.458,2750.000
1868,-12.448,2787.000
1869,-12.438,2727.000
1870,-12.428,2742.000
1871,-12.418,2750.000
1872,-12.408,2755.000
1873,-12.398,2869.000
1874,-12.387,2742.000
1875,-12.378,2752.000
1876,-12.368,2734.000
1877,-12.358,2873.000
1878,-12.348,2794.000
1879,-12.338,2810.000
1880,-12.328,2704.000
1881,-12.318,2847.000
1882,-12.308,2713.000
1883,-12.298,2713.000
1884,-12.288,2630.000
1885,-12.277,2681.000
1886,-12.267,2744.000
1887,-12.257,2733.000
1888,-12.247,2594.000
1889,-12.237,2685.000
1890,-12.227,2742.000
1891,-12.217,2821.000
1892,-12.207,2742.000
1893,-12.197,2810.000
1894,-12.187,2686.000
1895,-12.177,2847.000
1896,-12.167,2692.000
1897,-12.157,2794.000
1898,-12.147,2714.000
1899,-12.137,2799.000
1900,-12.127,2857.000
1901,-12.117,2847.000
1902,-12.107,2760.000
1903,-12.097,2866.000
1904,-12.087,2693.000
1905,-12.077,2765.000
1906,-12.066,2705.000
1907,-12.056,2696.000
1908,-12.046,2664.000
1909,-12.036,2887.000
1910,-12.026,2803.000
1911,-12.016,2760.000
1912,-12.006,2634.000
1913,-11.996,2686.000
1914,-11.986,2673.000
1915,-11.976,2717.000
1916,-11.967,2691.000
1917,-11.956,2829.000
1918,-11.946,2604.000
1919,-11.936,2700.000
1920,-11.926,2720.000
1921,-11.916,2616.000
1922,-11.906,2652.000
1923,-11.896,2848.000
1924,-11.886,2740.000
1925,-11.876,2807.000
1926,-11.866,2597.000
1927,-11.855,2788.000
1928,-11.845,2619.000
1929,-11.835,2709.000
1930,-11.825,2643.000
1931,-11.815,2737.000
1932,-11.805,2727.000
1933,-11.795,2715.000
1934,-11.785,2753.000
1935,-11.775,2705.000
1936,-11.766,2703.000
1937,-11.756,2682.000
1938,-11.745,2757.000
1939,-11.735,2902.000
1940,-11.725,2861.000
1941,-11.715,2724.000
1942,-11.705,2771.000
1943,-11.695,2809.000
1944,-11.685,2696.000
1945,-11.675,2767.000
1946,-11.665,2835.000
1947,-11.654,2747.000
1948,-11.644,2742.000
1949,-11.634,2806.000
1950,-11.624,2775.000
1951,-11.614,2751.000
1952,-11.604,2711.000
1953,-11.594,2749.000
1954,-11.584,2801.000
1955,-11.575,2834.000
1956,-11.565,2795.000
1957,-11.555,2777.000
1958,-11.544,2708.000
1959,-11.534,2744.000
1960,-11.524,2695.000
1961,-11.514,2807.000
1962,-11.504,2736.000
1963,-11.494,2749.000
1964,-11.484,2789.000
1965,-11.474,2809.000
1966,-11.464,2791.000
1967,-11.454,2735.000
1968,-11.444,2611.000
1969,-11.433,2740.000
1970,-11.423,2804.000
1971,-11.413,2791.000
1972,-11.403,2832.000
1973,-11.393,2752.000
1974,-11.383,2700.000
1975,-11.374,2741.000
1976,-11.364,2691.000
1977,-11.354,2717.000
1978,-11.344,2734.000
1979,-11.333,2757.000
1980,-11.323,2842.000
1981,-11.313,2746.000
1982,-11.303,2742.000
1983,-11.293,2821.000
1984,-11.283,2814.000
1985,-11.273,2773.000
1986,-11.263,2743.000
1987,-11.253,2862.000
1988,-11.243,2717.000
1989,-11.233,2799.000
1990,-11.222,2785.000
1991,-11.212,2828.000
1992,-11.202,2813.000
1993,-11.192,2649.000
1994,-11.182,2727.000
1995,-11.173,2747.000
1996,-11.163,2849.000
1997,-11.153,2887.000
1998,-11.143,2768.000
1999,-11.133,2817.000
2000,-11.122,2684.000
2001,-11.112,2843.000
2002,-11.102,2718.000
2003,-11.092,2751.000
2004,-11.082,2610.000
2005,-11.072,2688.000
2006,-11.062,2737.000
2007,-11.052,2721.000
2008,-11.042,2807.000
2009,-11.032,2707.000
2010,-11.022,2670.000
2011,-11.011,2788.000
2012,-11.001,2785.000
2013,-10.991,2781.000
2014,-10.981,2596.000
2015,-10.972,2662.000
2016,-10.962,2707.000
2017,-10.952,2767.000
2018,-10.942,2675.000
2019,-10.932,2665.000
2020,-10.922,2703.000
2021,-10.912,2678.000
2022,-10.901,2603.000
2023,-10.891,2779.000
2024,-10.881,2706.000
2025,-10.871,2838.000
2026,-10.861,2767.000
2027,-10.851,2700.000
2028,-10.841,2594.000
2029,-10.831,2765.000
2030,-10.821,2653.000
2031,-10.811,2782.000
2032,-10.800,2793.000
2033,-10.790,2757.000
2034,-10.780,2784.000
2035,-10.771,2843.000
2036,-10.761,2743.000
2037,-10.751,2829.000
2038,-10.741,2769.000
2039,-10.731,2800.000
2040,-10.721,2734.000
2041,-10.711,2779.000
2042,-10.701,2648.000
2043,-10.690,2727.000
2044,-10.680,2723.000
2045,-10.670,2720.000
2046,-10.660,2772.000
2047,-10.650,2806.000
2048,-10.640,2805.000
2049,-10.630,2742.000
2050,-10.620,2571.000
2051,-10.610,2727.000
2052,-10.600,2753.000
2053,-10.589,2687.000
2054,-10.579,2764.000
2055,-10.570,2822.000
2056,-10.560,2832.000
2057,-10.550,2851.000
2058,-10.540,2702.000
2059,-10.530,2759.000
2060,-10.520,2685.000
2061,-10.510,2724.000
2062,-10.500,2680.000
2063,-10.490,2784.000
2064,-10.479,2776.000
2065,-10.469,2747.000
2066,-10.459,2700.000
2067,-10.449,2768.000
2068,-10.439,2690.000
2069,-10.429,2737.000
2070,-10.419,2648.000
2071,-10.409,2742.000
2072,-10.399,2639.000
2073,-10.389,2723.000
2074,-10.379,2689.000
2075,-10.369,2805.000
2076,-10.359,2741.000
2077,-10.349,2720.000
2078,-10.339,2725.000
2079,-10.329,2672.000
2080,-10.319,2694.000
2081,-10.309,2747.000
2082,-10.299,2789.000
2083,-10.289,2710.000
2084,-10.279,2687.000
2085,-10.268,2756.000
2086,-10.258,2752.000
2087,-10.248,2711.000
2088,-10.238,2677.000
2089,-10.228,2779.000
2090,-10.218,2731.000
2091,-10.208,2798.000
2092,-10.198,2765.000
2093,-10.188,2779.000
2094,-10.178,2812.000
2095,-10.168,2690.000
2096,-10.158,2779.000
2097,-10.148,2746.000
2098,-10.138,2819.000
2099,-10.128,2709.000
2100,-10.118,2766.000
2101,-10.108,2805.000
2102,-10.098,2750.000
2103,-10.088,2758.000
2104,-10.078,2687.000
2105,-10.068,2772.000
2106,-10.057,2768.000
2107,-10.047,2755.000
2108,-10.037,2836.000
2109,-10.027,2800.000
2110,-10.017,2699.000
2111,-10.007,2725.000
2112,-9.997,2754.000
2113,-9.987,2794.000
2114,-9.977,2726.000
2115,-9.967,2698.000
2116,-9.958,2700.000
2117,-9.947,2907.000
2118,-9.937,2860.000
2119,-9.927,2788.000
2120,-9.917,2638.000
2121,-9.907,2751.000
2122,-9.897,2706.000
2123,-9.887,2677.000
2124,-9.877,2768.000
2125,-9.867,2765.000
2126,-9.857,2673.000
2127,-9.847,2744.000
2128,-9.836,2736.000
2129,-9.826,2711.000
2130,-9.816,2655.000
2131,-9.806,2723.000
2132,-9.796,2688.000
2133,-9.786,2736.000
2134,-9.776,2744.000
2135,-9.766,2789.000
2136,-9.757,2731.000
2137,-9.747,2741.000
2138,-9.736,2719.000
2139,-9.726,2752.000
2140,-9.716,2669.000
2141,-9.706,2752.000
2142,-9.696,2753.000
2143,-9.686,2716.000
2144,-9.676,2661.000
2145,-9.666,2735.000
2146,-9.656,2714.000
2147,-9.646,2726.000
2148,-9.636,2700.000
2149,-9.625,2756.000
2150,-9.615,2730.000
2151,-9.605,2652.000
2152,-9.595,2651.000
2153,-9.585,2818.000
2154,-9.575,2710.000
2155,-9.565,2706.000
2156,-9.556,2719.000
2157,-9.546,2704.000
2158,-9.536,2727.000
2159,-9.526,2708.000
2160,-9.515,2739.000
2161,-9.505,2741.000
2162,-9.495,2724.000
2163,-9.485,2694.000
2164,-9.475,2783.000
2165,-9.465,2734.000
2166,-9.455,2760.000
2167,-9.445,2822.000
2168,-9.435,2824.000
2169,-9.424,2797.000
2170,-9.414,2713.000
2171,-9.404,2763.000
2172,-9.394,2728.000
2173,-9.384,2690.000
2174,-9.374,2822.000
2175,-9.365,2792.000
2176,-9.355,2790.000
2177,-9.345,2812.000
2178,-9.335,2746.000
2179,-9.325,2752.000
2180,-9.314,2741.000
2181,-9.304,2720.000
2182,-9.294,2766.000
2183,-9.284,2781.000
2184,-9.274,2680.000
2185,-9.264,2795.000
2186,-9.254,2682.000
2187,-9.244,2717.000
2188,-9.234,2820.000
2189,-9.224,2782.000
2190,-9.213,2712.000
2191,-9.203,2674.000
2192,-9.193,2563.000
2193,-9.183,2652.000
2194,-9.173,2699.000
2195,-9.164,2683.000
2196,-9.154,2665.000
2197,-9.144,2782.000
2198,-9.134,2754.000
2199,-9.124,2697.000
2200,-9.114,2657.000
2201,-9.103,2613.000
2202,-9.093,2657.000
2203,-9.083,2771.000
2204,-9.073,2784.000
2205,-9.063,2823.000
2206,-9.053,2755.000
2207,-9.043,2757.000
2208,-9.033,2715.000
2209,-9.023,2830.000
2210,-9.013,2811.000
2211,-9.003,2792.000
2212,-8.992,2680.000
2213,-8.982,2768.000
2214,-8.972,2822.000
2215,-8.963,2726.000
2216,-8.953,2733.000
2217,-8.943,2767.000
2218,-8.933,2658.000
2219,-8.923,2731.000
2220,-8.913,2681.000
2221,-8.903,2703.000
2222,-8.892,2726.000
2223,-8.882,2765.000
2224,-8.872,2736.000
2225,-8.862,2763.000
2226,-8.852,2687.000
2227,-8.842,2705.000
2228,-8.832,2667.000
2229,-8.822,2836.000
2230,-8.812,2842.000
2231,-8.802,2781.000
2232,-8.792,2703.000
2233,-8.781,2720.000
2234,-8.771,2694.000
2235,-8.762,2824.000
2236,-8.752,2598.000
2237,-8.742,2671.000
2238,-8.732,2679.000
2239,-8.722,2676.000
2240,-8.712,2779.000
2241,-8.702,2826.000
2242,-8.692,2675.000
2243,-8.681,2726.000
2244,-8.671,2679.000
2245,-8.661,2813.000
2246,-8.651,2717.000
2247,-8.641,2721.000
2248,-8.631,2669.000
2249,-8.621,2630.000
2250,-8.611,2662.000
2251,-8.601,2747.000
2252,-8.591,2636.000
2253,-8.581,2724.000
2254,-8.570,2679.000
2255,-8.561,2740.000
2256,-8.551,2772.000
2257,-8.541,2783.000
2258,-8.531,2711.000
2259,-8.521,2815.000
2260,-8.511,2685.000
2261,-8.501,2785.000
2262,-8.491,2746.000
2263,-8.481,2767.000
2264,-8.471,2635.000
2265,-8.460,2890.000
2266,-8.450,2728.000
2267,-8.440,2871.000
2268,-8.430,2692.000
2269,-8.420,2717.000
2270,-8.410,2702.000
2271,-8.400,2733.000
2272,-8.390,2728.000
2273,-8.380,2759.000
2274,-8.370,2639.000
2275,-8.360,2767.000
2276,-8.350,2678.000
2277,-8.340,2761.000
2278,-8.330,2664.000
2279,-8.320,2661.000
2280,-8.310,2679.000
2281,-8.300,2744.000
2282,-8.290,2734.000
2283,-8.280,2765.000
2284,-8.270,2848.000
2285,-8.260,2706.000
2286,-8.249,2769.000
2287,-8.239,2767.000
2288,-8.229,2733.000
2289,-8.219,2757.000
2290,-8.209,2774.000
