Pixel,mm,Value (Cnt)
1244,-24.355,9.000
1245,-24.345,9.000
1246,-24.335,16.000
1247,-24.325,12.000
1248,-24.315,10.000
1249,-24.305,8.000
1250,-24.295,9.000
1251,-24.285,9.000
1252,-24.274,41.000
1253,-24.265,41.000
1254,-24.255,42.000
1255,-24.245,39.000
1256,-24.235,46.000
1257,-24.225,46.000
1258,-24.215,51.000
1259,-24.205,44.000
1260,-24.195,38.000
1261,-24.185,39.000
1262,-24.175,39.000
1263,-24.164,13.000
1264,-24.154,15.000
1265,-24.144,8.000
1266,-24.134,10.000
1267,-24.124,8.000
1268,-24.114,14.000
1269,-24.104,16.000
1270,-24.094,8.000
1271,-24.084,7.000
1272,-24.074,6.000
1273,-24.064,41.000
1274,-24.054,39.000
1275,-24.044,37.000
1276,-24.034,43.000
1277,-24.024,44.000
1278,-24.014,41.000
1279,-24.004,39.000
1280,-23.994,39.000
1281,-23.984,44.000
1282,-23.974,42.000
1283,-23.964,41.000
1284,-23.953,9.000
1285,-23.943,12.000
1286,-23.933,6.000
1287,-23.923,13.000
1288,-23.913,9.000
1289,-23.903,9.000
1290,-23.893,9.000
1291,-23.883,11.000
1292,-23.873,16.000
1293,-23.863,11.000
1294,-23.853,39.000
1295,-23.843,44.000
1296,-23.833,41.000
1297,-23.823,46.000
1298,-23.813,44.000
1299,-23.803,46.000
1300,-23.793,43.000
1301,-23.783,43.000
1302,-23.773,46.000
1303,-23.763,43.000
1304,-23.753,44.000
1305,-23.742,9.000
1306,-23.732,13.000
1307,-23.722,13.000
1308,-23.712,12.000
1309,-23.702,15.000
1310,-23.692,14.000
1311,-23.682,13.000
1312,-23.672,4.000
1313,-23.662,11.000
1314,-23.653,17.000
1315,-23.643,8.000
1316,-23.632,47.000
1317,-23.622,38.000
1318,-23.612,43.000
1319,-23.602,37.000
1320,-23.592,44.000
1321,-23.582,42.000
1322,-23.572,42.000
1323,-23.562,44.000
1324,-23.552,42.000
1325,-23.542,35.000
1326,-23.531,17.000
1327,-23.521,9.000
1328,-23.511,9.000
1329,-23.501,14.000
1330,-23.491,8.000
1331,-23.481,14.000
1332,-23.471,13.000
1333,-23.461,15.000
1334,-23.452,9.000
1335,-23.442,11.000
1336,-23.432,13.000
1337,-23.421,41.000
1338,-23.411,42.000
1339,-23.401,46.000
1340,-23.391,42.000
1341,-23.381,37.000
1342,-23.371,42.000
1343,-23.361,42.000
1344,-23.351,44.000
1345,-23.341,41.000
1346,-23.331,48.000
1347,-23.321,43.000
1348,-23.310,12.000
1349,-23.300,14.000
1350,-23.290,12.000
1351,-23.280,7.000
1352,-23.270,6.000
1353,-23.260,12.000
1354,-23.251,11.000
1355,-23.241,11.000
1356,-23.231,15.000
1357,-23.221,12.000
1358,-23.210,47.000
1359,-23.200,46.000
1360,-23.190,46.000
1361,-23.180,43.000
1362,-23.170,43.000
1363,-23.160,44.000
1364,-23.150,42.000
1365,-23.140,38.000
1366,-23.130,41.000
1367,-23.120,39.000
1368,-23.110,43.000
1369,-23.099,7.000
1370,-23.089,18.000
1371,-23.079,4.000
1372,-23.069,14.000
1373,-23.059,13.000
1374,-23.050,14.000
1375,-23.040,13.000
1376,-23.030,16.000
1377,-23.020,12.000
1378,-23.010,9.000
1379,-22.999,42.000
1380,-22.989,46.000
1381,-22.979,44.000
1382,-22.969,39.000
1383,-22.959,37.000
1384,-22.949,41.000
1385,-22.939,44.000
1386,-22.929,48.000
1387,-22.919,41.000
1388,-22.909,41.000
1389,-22.899,48.000
1390,-22.888,11.000
1391,-22.878,7.000
1392,-22.868,12.000
1393,-22.858,12.000
1394,-22.849,16.000
1395,-22.839,13.000
1396,-22.829,6.000
1397,-22.819,8.000
1398,-22.809,11.000
1399,-22.799,8.000
1400,-22.789,11.000
1401,-22.778,36.000
1402,-22.768,41.000
1403,-22.758,43.000
1404,-22.748,42.000
1405,-22.738,46.000
1406,-22.728,43.000
1407,-22.718,43.000
1408,-22.708,38.000
1409,-22.698,44.000
1410,-22.688,43.000
1411,-22.677,8.000
1412,-22.667,9.000
1413,-22.658,16.000
1414,-22.648,13.000
1415,-22.638,17.000
1416,-22.628,13.000
1417,-22.618,13.000
1418,-22.608,9.000
1419,-22.598,8.000
1420,-22.588,19.000
1421,-22.578,13.000
1422,-22.567,43.000
1423,-22.557,39.000
1424,-22.547,43.000
1425,-22.537,42.000
1426,-22.527,42.000
1427,-22.517,39.000
1428,-22.507,35.000
1429,-22.497,41.000
1430,-22.487,43.000
1431,-22.477,46.000
1432,-22.466,14.000
1433,-22.457,8.000
1434,-22.447,12.000
1435,-22.437,11.000
1436,-22.427,13.000
1437,-22.417,12.000
1438,-22.407,6.000
1439,-22.397,12.000
1440,-22.387,13.000
1441,-22.377,18.000
1442,-22.367,9.000
1443,-22.356,47.000
1444,-22.346,49.000
1445,-22.336,43.000
1446,-22.326,41.000
1447,-22.316,43.000
1448,-22.306,38.000
1449,-22.296,42.000
1450,-22.286,41.000
1451,-22.276,43.000
1452,-22.266,42.000
1453,-22.256,44.000
1454,-22.246,7.000
1455,-22.236,13.000
1456,-22.226,12.000
1457,-22.216,21.000
1458,-22.206,7.000
1459,-22.196,14.000
1460,-22.186,13.000
1461,-22.176,12.000
1462,-22.166,14.000
1463,-22.156,13.000
1464,-22.145,44.000
1465,-22.135,37.000
1466,-22.125,41.000
1467,-22.115,43.000
1468,-22.105,46.000
1469,-22.095,49.000
1470,-22.085,46.000
1471,-22.075,44.000
1472,-22.065,40.000
1473,-22.055,39.000
1474,-22.046,42.000
1475,-22.045,13.000
1476,-22.035,13.000
1477,-22.025,16.000
1478,-22.015,12.000
1479,-22.005,11.000
1480,-21.995,12.000
1481,-21.985,11.000
1482,-21.975,11.000
1483,-21.965,4.000
1484,-21.955,14.000
1485,-21.944,42.000
1486,-21.934,41.000
1487,-21.924,43.000
1488,-21.914,46.000
1489,-21.904,41.000
1490,-21.894,41.000
1491,-21.884,40.000
1492,-21.874,44.000
1493,-21.864,46.000
1494,-21.854,44.000
1495,-21.845,44.000
1496,-21.834,12.000
1497,-21.824,11.000
1498,-21.814,6.000
1499,-21.804,13.000
1500,-21.794,12.000
1501,-21.784,12.000
1502,-21.774,9.000
1503,-21.764,14.000
1504,-21.754,9.000
1505,-21.744,12.000
1506,-21.734,4.000
1507,-21.723,44.000
1508,-21.713,46.000
1509,-21.703,41.000
1510,-21.693,44.000
1511,-21.683,44.000
1512,-21.673,42.000
1513,-21.663,46.000
1514,-21.653,40.000
1515,-21.644,51.000
1516,-21.634,46.000
1517,-21.623,19.000
1518,-21.613,7.000
1519,-21.603,17.000
1520,-21.593,12.000
1521,-21.583,9.000
1522,-21.573,16.000
1523,-21.563,18.000
1524,-21.553,9.000
1525,-21.543,11.000
1526,-21.533,11.000
1527,-21.523,9.000
1528,-21.512,40.000
1529,-21.502,41.000
1530,-21.492,41.000
1531,-21.482,42.000
1532,-21.472,47.000
1533,-21.462,42.000
1534,-21.452,44.000
1535,-21.443,43.000
1536,-21.433,47.000
1537,-21.423,46.000
1538,-21.413,43.000
1539,-21.402,12.000
1540,-21.392,12.000
1541,-21.382,17.000
1542,-21.372,12.000
1543,-21.362,11.000
1544,-21.352,11.000
1545,-21.342,14.000
1546,-21.332,13.000
1547,-21.322,11.000
1548,-21.312,23.000
1549,-21.301,41.000
1550,-21.291,45.000
1551,-21.281,43.000
1552,-21.271,47.000
1553,-21.261,45.000
1554,-21.251,42.000
1555,-21.242,38.000
1556,-21.232,40.000
1557,-21.222,46.000
1558,-21.212,44.000
1559,-21.202,42.000
1560,-21.191,13.000
1561,-21.181,9.000
1562,-21.171,13.000
1563,-21.161,14.000
1564,-21.151,10.000
1565,-21.141,9.000
1566,-21.131,16.000
1567,-21.121,6.000
1568,-21.111,12.000
1569,-21.101,13.000
1570,-21.090,37.000
1571,-21.080,43.000
1572,-21.070,39.000
1573,-21.060,42.000
1574,-21.050,43.000
1575,-21.041,43.000
1576,-21.031,37.000
1577,-21.021,40.000
1578,-21.011,44.000
1579,-21.001,48.000
1580,-20.991,47.000
1581,-20.980,8.000
1582,-20.970,18.000
1583,-20.960,19.000
1584,-20.950,21.000
1585,-20.940,17.000
1586,-20.930,12.000
1587,-20.920,9.000
1588,-20.910,13.000
1589,-20.900,11.000
1590,-20.890,8.000
1591,-20.880,13.000
1592,-20.869,41.000
1593,-20.859,44.000
1594,-20.849,47.000
1595,-20.840,37.000
1596,-20.830,38.000
1597,-20.820,41.000
1598,-20.810,42.000
1599,-20.800,43.000
1600,-20.790,40.000
1601,-20.780,42.000
1602,-20.769,13.000
1603,-20.759,19.000
1604,-20.749,9.000
1605,-20.739,13.000
1606,-20.729,11.000
1607,-20.719,16.000
1608,-20.709,11.000
1609,-20.699,9.000
1610,-20.689,12.000
1611,-20.679,16.000
1612,-20.669,11.000
1613,-20.658,39.000
1614,-20.648,40.000
1615,-20.639,37.000
1616,-20.629,46.000
1617,-20.619,43.000
1618,-20.609,37.000
1619,-20.599,47.000
1620,-20.589,42.000
1621,-20.579,46.000
1622,-20.569,43.000
1623,-20.558,13.000
1624,-20.548,22.000
1625,-20.538,6.000
1626,-20.528,13.000
1627,-20.518,18.000
1628,-20.508,11.000
1629,-20.498,9.000
1630,-20.488,7.000
1631,-20.478,12.000
1632,-20.468,16.000
1633,-20.458,9.000
1634,-20.448,42.000
1635,-20.438,47.000
1636,-20.428,43.000
1637,-20.418,40.000
1638,-20.408,43.000
1639,-20.398,43.000
1640,-20.388,37.000
1641,-20.378,46.000
1642,-20.368,44.000
1643,-20.358,43.000
1644,-20.348,48.000
1645,-20.337,6.000
1646,-20.327,13.000
1647,-20.317,7.000
1648,-20.307,8.000
1649,-20.297,11.000
1650,-20.287,12.000
1651,-20.277,11.000
1652,-20.267,9.000
1653,-20.257,17.000
1654,-20.247,12.000
1655,-20.237,46.000
1656,-20.227,44.000
1657,-20.217,49.000
1658,-20.207,42.000
1659,-20.197,42.000
1660,-20.187,40.000
1661,-20.177,33.000
1662,-20.167,42.000
1663,-20.157,42.000
1664,-20.147,41.000
1665,-20.137,41.000
1666,-20.126,6.000
1667,-20.116,9.000
1668,-20.106,13.000
1669,-20.096,18.000
1670,-20.086,17.000
1671,-20.076,7.000
1672,-20.066,8.000
1673,-20.056,12.000
1674,-20.046,11.000
1675,-20.037,14.000
1676,-20.026,41.000
1677,-20.016,38.000
1678,-20.006,48.000
1679,-19.996,42.000
1680,-19.986,40.000
1681,-19.976,48.000
1682,-19.966,46.000
1683,-19.956,51.000
1684,-19.946,46.000
1685,-19.936,44.000
1686,-19.926,47.000
1687,-19.915,18.000
1688,-19.905,11.000
1689,-19.895,12.000
1690,-19.885,4.000
1691,-19.875,14.000
1692,-19.865,9.000
1693,-19.855,8.000
1694,-19.845,4.000
1695,-19.836,11.000
1696,-19.826,9.000
1697,-19.816,18.000
1698,-19.805,49.000
1699,-19.795,47.000
1700,-19.785,37.000
1701,-19.775,44.000
1702,-19.765,41.000
1703,-19.755,48.000
1704,-19.745,42.000
1705,-19.735,47.000
1706,-19.725,41.000
1707,-19.714,14.000
1708,-19.704,14.000
1709,-19.694,7.000
1710,-19.684,7.000
1711,-19.674,13.000
1712,-19.664,14.000
1713,-19.654,8.000
1714,-19.644,11.000
1715,-19.635,8.000
1716,-19.625,16.000
1717,-19.615,9.000
1718,-19.604,49.000
1719,-19.594,41.000
1720,-19.584,43.000
1721,-19.574,46.000
1722,-19.564,37.000
1723,-19.554,44.000
1724,-19.544,42.000
1725,-19.534,44.000
1726,-19.524,47.000
1727,-19.514,42.000
1728,-19.503,11.000
1729,-19.493,13.000
1730,-19.483,16.000
1731,-19.473,18.000
1732,-19.463,9.000
1733,-19.453,6.000
1734,-19.443,11.000
1735,-19.434,7.000
1736,-19.424,17.000
1737,-19.414,18.000
1738,-19.404,11.000
1739,-19.393,42.000
1740,-19.383,43.000
1741,-19.373,46.000
1742,-19.363,40.000
1743,-19.353,37.000
1744,-19.343,44.000
1745,-19.333,53.000
1746,-19.323,42.000
1747,-19.313,37.000
1748,-19.303,47.000
1749,-19.293,47.000
1750,-19.282,11.000
1751,-19.272,18.000
1752,-19.262,19.000
1753,-19.252,13.000
1754,-19.242,22.000
1755,-19.233,12.000
1756,-19.223,14.000
1757,-19.213,14.000
1758,-19.203,8.000
1759,-19.193,10.000
1760,-19.182,49.000
1761,-19.172,48.000
1762,-19.162,41.000
1763,-19.152,40.000
1764,-19.142,43.000
1765,-19.132,53.000
1766,-19.122,41.000
1767,-19.112,43.000
1768,-19.102,40.000
1769,-19.092,48.000
1770,-19.082,41.000
1771,-19.071,12.000
1772,-19.061,12.000
1773,-19.051,8.000
1774,-19.041,4.000
1775,-19.032,13.000
1776,-19.022,14.000
1777,-19.012,11.000
1778,-19.002,12.000
1779,-18.992,21.000
1780,-18.982,14.000
1781,-18.972,14.000
1782,-18.961,46.000
1783,-18.951,46.000
1784,-18.941,46.000
1785,-18.931,45.000
1786,-18.921,41.000
1787,-18.911,44.000
1788,-18.901,49.000
1789,-18.891,42.000
1790,-18.881,46.000
1791,-18.871,51.000
1792,-18.860,7.000
1793,-18.850,16.000
1794,-18.840,12.000
1795,-18.831,23.000
1796,-18.821,13.000
1797,-18.811,7.000
1798,-18.801,19.000
1799,-18.791,11.000
1800,-18.781,14.000
1801,-18.771,14.000
1802,-18.761,11.000
1803,-18.750,42.000
1804,-18.740,44.000
1805,-18.730,56.000
1806,-18.720,51.000
1807,-18.710,49.000
1808,-18.700,41.000
1809,-18.690,53.000
1810,-18.680,43.000
1811,-18.670,46.000
1812,-18.660,41.000
1813,-18.649,17.000
1814,-18.639,17.000
1815,-18.630,18.000
1816,-18.620,17.000
1817,-18.610,19.000
1818,-18.600,6.000
1819,-18.590,18.000
1820,-18.580,8.000
1821,-18.570,17.000
1822,-18.560,16.000
1823,-18.550,13.000
1824,-18.539,45.000
1825,-18.529,52.000
1826,-18.519,48.000
1827,-18.509,37.000
1828,-18.499,47.000
1829,-18.489,44.000
1830,-18.479,51.000
1831,-18.469,46.000
1832,-18.459,46.000
1833,-18.449,44.000
1834,-18.439,45.000
1835,-18.429,18.000
1836,-18.419,13.000
1837,-18.409,13.000
1838,-18.399,14.000
1839,-18.389,18.000
1840,-18.379,17.000
1841,-18.369,16.000
1842,-18.359,14.000
1843,-18.349,27.000
1844,-18.339,17.000
1845,-18.328,46.000
1846,-18.318,48.000
1847,-18.308,48.000
1848,-18.298,48.000
1849,-18.288,48.000
1850,-18.278,44.000
1851,-18.268,52.000
1852,-18.258,49.000
1853,-18.248,52.000
1854,-18.238,42.000
1855,-18.228,47.000
1856,-18.218,17.000
1857,-18.208,16.000
1858,-18.198,11.000
1859,-18.188,12.000
1860,-18.178,4.000
1861,-18.168,11.000
1862,-18.158,16.000
1863,-18.148,13.000
1864,-18.138,17.000
1865,-18.128,8.000
1866,-18.117,52.000
1867,-18.107,47.000
1868,-18.097,52.000
1869,-18.087,53.000
1870,-18.077,46.000
1871,-18.067,42.000
1872,-18.057,49.000
1873,-18.047,41.000
1874,-18.037,46.000
1875,-18.027,47.000
1876,-18.018,47.000
1877,-18.007,17.000
1878,-17.997,11.000
1879,-17.987,6.000
1880,-17.977,21.000
1881,-17.967,17.000
1882,-17.957,16.000
1883,-17.947,12.000
1884,-17.937,13.000
1885,-17.927,14.000
1886,-17.917,13.000
1887,-17.907,13.000
1888,-17.896,46.000
1889,-17.886,43.000
1890,-17.876,47.000
1891,-17.866,36.000
1892,-17.856,52.000
1893,-17.846,47.000
1894,-17.836,41.000
1895,-17.827,53.000
1896,-17.817,51.000
1897,-17.807,50.000
1898,-17.796,17.000
1899,-17.786,14.000
1900,-17.776,16.000
1901,-17.766,11.000
1902,-17.756,10.000
1903,-17.746,8.000
1904,-17.736,13.000
1905,-17.726,13.000
1906,-17.716,12.000
1907,-17.706,12.000
1908,-17.696,17.000
1909,-17.685,47.000
1910,-17.675,46.000
1911,-17.665,43.000
1912,-17.655,43.000
1913,-17.645,38.000
1914,-17.635,42.000
1915,-17.626,47.000
1916,-17.616,43.000
1917,-17.606,52.000
1918,-17.596,48.000
1919,-17.585,11.000
1920,-17.575,17.000
1921,-17.565,14.000
1922,-17.555,14.000
1923,-17.545,17.000
1924,-17.535,14.000
1925,-17.525,11.000
1926,-17.515,19.000
1927,-17.505,12.000
1928,-17.495,16.000
1929,-17.484,46.000
1930,-17.474,42.000
1931,-17.464,52.000
1932,-17.454,39.000
1933,-17.444,50.000
1934,-17.434,49.000
1935,-17.425,46.000
1936,-17.415,46.000
1937,-17.405,44.000
1938,-17.395,50.000
1939,-17.385,44.000
1940,-17.374,14.000
1941,-17.364,16.000
1942,-17.354,12.000
1943,-17.344,22.000
1944,-17.334,14.000
1945,-17.324,14.000
1946,-17.314,14.000
1947,-17.304,8.000
1948,-17.294,12.000
1949,-17.284,13.000
1950,-17.273,41.000
1951,-17.263,51.000
1952,-17.253,50.000
1953,-17.243,48.000
1954,-17.233,39.000
1955,-17.224,47.000
1956,-17.214,39.000
1957,-17.204,41.000
1958,-17.194,45.000
1959,-17.184,46.000
1960,-17.174,46.000
1961,-17.163,12.000
1962,-17.153,12.000
1963,-17.143,12.000
1964,-17.133,12.000
1965,-17.123,22.000
1966,-17.113,17.000
1967,-17.103,17.000
1968,-17.093,12.000
1969,-17.083,18.000
1970,-17.073,11.000
1971,-17.063,11.000
1972,-17.052,45.000
1973,-17.042,43.000
1974,-17.032,48.000
1975,-17.023,47.000
1976,-17.013,42.000
1977,-17.003,42.000
1978,-16.993,42.000
1979,-16.983,46.000
1980,-16.973,47.000
1981,-16.963,47.000
1982,-16.952,9.000
1983,-16.942,19.000
1984,-16.932,11.000
1985,-16.922,11.000
1986,-16.912,21.000
1987,-16.902,18.000
1988,-16.892,10.000
1989,-16.882,8.000
1990,-16.872,8.000
1991,-16.862,7.000
1992,-16.852,14.000
1993,-16.841,42.000
1994,-16.831,43.000
1995,-16.822,43.000
1996,-16.812,45.000
1997,-16.802,42.000
1998,-16.792,51.000
1999,-16.782,41.000
2000,-16.772,47.000
2001,-16.762,49.000
2002,-16.752,38.000
2003,-16.741,8.000
2004,-16.731,12.000
2005,-16.721,11.000
2006,-16.711,17.000
2007,-16.701,18.000
2008,-16.691,12.000
2009,-16.681,19.000
2010,-16.671,19.000
2011,-16.661,11.000
2012,-16.651,13.000
2013,-16.641,12.000
2014,-16.630,41.000
2015,-16.621,48.000
2016,-16.611,48.000
2017,-16.601,51.000
2018,-16.591,47.000
2019,-16.581,41.000
2020,-16.571,44.000
2021,-16.561,47.000
2022,-16.551,42.000
2023,-16.541,47.000
2024,-16.531,48.000
2025,-16.520,12.000
2026,-16.510,13.000
2027,-16.500,12.000
2028,-16.490,17.000
2029,-16.480,6.000
2030,-16.470,5.000
2031,-16.460,8.000
2032,-16.450,17.000
2033,-16.440,10.000
2034,-16.430,19.000
2035,-16.420,47.000
2036,-16.410,45.000
2037,-16.400,42.000
2038,-16.390,52.000
2039,-16.380,45.000
2040,-16.370,44.000
2041,-16.360,46.000
2042,-16.350,43.000
2043,-16.340,47.000
2044,-16.330,59.000
2045,-16.320,46.000
2046,-16.309,18.000
2047,-16.299,12.000
2048,-16.289,16.000
2049,-16.279,14.000
2050,-16.269,11.000
2051,-16.259,10.000
2052,-16.249,19.000
2053,-16.239,16.000
2054,-16.229,17.000
2055,-16.219,14.000
2056,-16.209,53.000
2057,-16.199,45.000
2058,-16.189,45.000
2059,-16.179,41.000
2060,-16.169,49.000
2061,-16.159,42.000
2062,-16.149,44.000
2063,-16.139,51.000
2064,-16.129,48.000
2065,-16.119,53.000
2066,-16.109,46.000
2067,-16.098,11.000
2068,-16.088,13.000
2069,-16.078,7.000
2070,-16.068,14.000
2071,-16.058,18.000
2072,-16.048,13.000
2073,-16.038,12.000
2074,-16.028,10.000
2075,-16.018,13.000
2076,-16.009,14.000
2077,-15.999,17.000
2078,-15.988,46.000
2079,-15.978,51.000
2080,-15.968,49.000
2081,-15.958,52.000
2082,-15.948,44.000
2083,-15.938,39.000
2084,-15.928,50.000
2085,-15.918,41.000
2086,-15.908,51.000
2087,-15.898,47.000
2088,-15.887,24.000
2089,-15.877,16.000
2090,-15.867,8.000
2091,-15.857,16.000
2092,-15.847,17.000
2093,-15.837,18.000
2094,-15.827,18.000
2095,-15.817,11.000
2096,-15.808,18.000
2097,-15.798,11.000
2098,-15.788,11.000
2099,-15.777,42.000
2100,-15.767,57.000
2101,-15.757,49.000
2102,-15.747,46.000
2103,-15.737,56.000
2104,-15.727,46.000
2105,-15.717,51.000
2106,-15.707,48.000
2107,-15.697,49.000
2108,-15.687,53.000
2109,-15.676,10.000
2110,-15.666,17.000
2111,-15.656,12.000
2112,-15.646,13.000
2113,-15.636,19.000
2114,-15.626,17.000
2115,-15.617,24.000
2116,-15.607,14.000
2117,-15.597,2.000
2118,-15.587,16.000
2119,-15.577,8.000
2120,-15.566,43.000
2121,-15.556,42.000
2122,-15.546,51.000
2123,-15.536,43.000
2124,-15.526,42.000
2125,-15.516,51.000
2126,-15.506,47.000
2127,-15.496,52.000
2128,-15.486,54.000
2129,-15.476,46.000
2130,-15.466,47.000
2131,-15.455,12.000
2132,-15.445,15.000
2133,-15.435,12.000
2134,-15.425,16.000
2135,-15.416,12.000
2136,-15.406,12.000
2137,-15.396,17.000
2138,-15.386,18.000
2139,-15.376,10.000
2140,-15.366,12.000
2141,-15.355,46.000
2142,-15.345,47.000
2143,-15.335,50.000
2144,-15.325,41.000
2145,-15.315,53.000
2146,-15.305,43.000
2147,-15.295,46.000
2148,-15.285,44.000
2149,-15.275,43.000
2150,-15.265,46.000
2151,-15.254,22.000
2152,-15.244,23.000
2153,-15.234,13.000
2154,-15.224,27.000
2155,-15.215,20.000
2156,-15.205,21.000
2157,-15.195,23.000
2158,-15.185,11.000
2159,-15.175,22.000
2160,-15.165,14.000
2161,-15.155,30.000
2162,-15.144,47.000
2163,-15.134,53.000
2164,-15.124,45.000
2165,-15.114,50.000
2166,-15.104,46.000
2167,-15.094,43.000
2168,-15.084,46.000
2169,-15.074,53.000
2170,-15.064,58.000
2171,-15.054,47.000
2172,-15.043,22.000
2173,-15.033,10.000
2174,-15.023,12.000
2175,-15.014,21.000
2176,-15.004,16.000
2177,-14.994,23.000
2178,-14.984,17.000
2179,-14.974,26.000
2180,-14.964,20.000
2181,-14.954,21.000
2182,-14.944,13.000
2183,-14.933,46.000
2184,-14.923,46.000
2185,-14.913,52.000
2186,-14.903,48.000
2187,-14.893,46.000
2188,-14.883,56.000
2189,-14.873,58.000
2190,-14.863,46.000
2191,-14.853,38.000
2192,-14.843,51.000
2193,-14.832,8.000
2194,-14.822,23.000
2195,-14.813,20.000
2196,-14.803,17.000
2197,-14.793,20.000
2198,-14.783,22.000
2199,-14.773,23.000
2200,-14.763,16.000
2201,-14.753,22.000
2202,-14.743,18.000
2203,-14.733,10.000
2204,-14.722,51.000
2205,-14.712,56.000
2206,-14.702,47.000
2207,-14.692,56.000
2208,-14.682,46.000
2209,-14.672,45.000
2210,-14.662,61.000
2211,-14.652,51.000
2212,-14.642,41.000
2213,-14.632,51.000
2214,-14.622,53.000
2215,-14.612,12.000
2216,-14.602,26.000
2217,-14.592,12.000
2218,-14.582,26.000
2219,-14.572,10.000
2220,-14.562,17.000
2221,-14.552,18.000
2222,-14.542,10.000
2223,-14.532,10.000
2224,-14.522,29.000
2225,-14.511,52.000
2226,-14.501,52.000
2227,-14.491,42.000
2228,-14.481,57.000
2229,-14.471,56.000
2230,-14.461,46.000
2231,-14.451,51.000
2232,-14.441,49.000
2233,-14.431,53.000
2234,-14.421,58.000
2235,-14.411,54.000
2236,-14.401,13.000
2237,-14.391,13.000
2238,-14.381,27.000
2239,-14.371,22.000
2240,-14.361,22.000
2241,-14.351,20.000
2242,-14.341,20.000
2243,-14.331,20.000
2244,-14.321,25.000
2245,-14.311,18.000
2246,-14.300,56.000
2247,-14.290,45.000
2248,-14.280,59.000
2249,-14.270,57.000
2250,-14.260,52.000
2251,-14.250,48.000
2252,-14.240,50.000
2253,-14.230,54.000
2254,-14.220,48.000
2255,-14.210,48.000
2256,-14.201,48.000
2257,-14.190,18.000
2258,-14.180,8.000
2259,-14.170,15.000
2260,-14.160,26.000
2261,-14.150,31.000
2262,-14.140,24.000
2263,-14.130,22.000
2264,-14.120,27.000
2265,-14.110,10.000
2266,-14.100,13.000
2267,-14.090,25.000
2268,-14.079,45.000
2269,-14.069,58.000
2270,-14.059,52.000
2271,-14.049,62.000
2272,-14.039,50.000
2273,-14.029,54.000
2274,-14.019,51.000
2275,-14.009,61.000
2276,-14.000,54.000
2277,-13.990,64.000
2278,-13.979,41.000
2279,-13.969,74.000
2280,-13.959,154.000
2281,-13.949,848.000
2282,-13.939,2090.000
2283,-13.929,2532.000
2284,-13.919,2718.000
2285,-13.909,2735.000
2286,-13.899,2740.000
2287,-13.889,2717.000
2288,-13.879,2681.000
2289,-13.868,2786.000
2290,-13.858,2758.000
2291,-13.848,2682.000
2292,-13.838,2773.000
2293,-13.828,2834.000
2294,-13.818,2815.000
2295,-13.808,2866.000
2296,-13.799,2809.000
2297,-13.789,2858.000
2298,-13.779,2791.000
2299,-13.768,2768.000
2300,-13.758,2733.000
2301,-13.748,2838.000
2302,-13.738,2842.000
2303,-13.728,2836.000
2304,-13.718,2745.000
2305,-13.708,2616.000
2306,-13.698,2702.000
2307,-13.688,2772.000
2308,-13.678,2756.000
2309,-13.668,2834.000
2310,-13.657,2845.000
2311,-13.647,2932.000
2312,-13.637,2823.000
2313,-13.627,2723.000
2314,-13.617,2797.000
2315,-13.607,2846.000
2316,-13.598,2824.000
2317,-13.588,2812.000
2318,-13.578,2779.000
2319,-13.568,2872.000
2320,-13.558,2738.000
2321,-13.547,2717.000
2322,-13.537,2770.000
2323,-13.527,2798.000
2324,-13.517,2762.000
2325,-13.507,2774.000
2326,-13.497,2730.000
2327,-13.487,2721.000
2328,-13.477,2788.000
2329,-13.467,2775.000
2330,-13.457,2884.000
2331,-13.446,2786.000
2332,-13.436,2825.000
2333,-13.426,2830.000
2334,-13.416,2794.000
2335,-13.407,2750.000
2336,-13.397,2830.000
2337,-13.387,2805.000
2338,-13.377,2898.000
2339,-13.367,2817.000
2340,-13.357,2729.000
2341,-13.347,2812.000
2342,-13.336,2705.000
2343,-13.326,2765.000
2344,-13.316,2768.000
2345,-13.306,2758.000
2346,-13.296,2697.000
2347,-13.286,2826.000
2348,-13.276,2750.000
2349,-13.266,2758.000
2350,-13.256,2848.000
2351,-13.246,2735.000
2352,-13.236,2835.000
2353,-13.225,2815.000
2354,-13.215,2761.000
2355,-13.206,2808.000
2356,-13.196,2733.000
2357,-13.186,2776.000
2358,-13.176,2798.000
2359,-13.166,2738.000
2360,-13.156,2712.000
2361,-13.146,2838.000
2362,-13.136,2783.000
2363,-13.125,2696.000
2364,-13.115,2743.000
2365,-13.105,2767.000
2366,-13.095,2832.000
2367,-13.085,2787.000
2368,-13.075,2703.000
2369,-13.065,2664.000
2370,-13.055,2716.000
2371,-13.045,2734.000
2372,-13.035,2732.000
2373,-13.024,2870.000
2374,-13.014,2732.000
2375,-13.005,2789.000
2376,-12.995,2853.000
2377,-12.985,2835.000
2378,-12.975,2844.000
2379,-12.965,2760.000
2380,-12.955,2726.000
2381,-12.945,2762.000
2382,-12.935,2724.000
2383,-12.924,2721.000
2384,-12.914,2737.000
2385,-12.904,2763.000
2386,-12.894,2750.000
2387,-12.884,2752.000
2388,-12.874,2868.000
2389,-12.864,2813.000
2390,-12.854,2845.000
2391,-12.844,2786.000
2392,-12.834,2748.000
2393,-12.824,2702.000
2394,-12.813,2830.000
2395,-12.804,2782.000
2396,-12.794,2788.000
2397,-12.784,2818.000
2398,-12.774,2717.000
